"","family","genus","species","binomial","P50","P12","P88","Ks","location","country","lat","lon","mat","biome","site_name","map","map_jan","map_feb","map_mar","map_apr","map_may","map_jun","map_jul","map_aug","map_sep","map_oct","map_nov","map_dec","map_cru","sd_map","log_P50","log_Ks","mean_storm_size","median_storm_size","sd_storm_size","storm_freq","map_reanalysis","a_m","mean_temp"
"69","Fabaceae","Gastrolobium","grandiflorum","Gastrolobium grandiflorum",NA,NA,NA,5.54,"Girringun National Park, Queensland","Australia",-18.296,145.4927,NA,"WDS","",1139,149.2,218,151,76.1,52.6,36.5,27.7,22,16.2,26.7,64.5,92.8,NA,0.0560842620324309,NA,1.71199450075919,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,8.83,21.544519297069
"70","Proteaceae","Grevillea","glauca","Grevillea glauca",NA,NA,NA,11.42,"Girringun National Park, Queensland","Australia",-18.296,145.4927,NA,"WDS","",1139,149.2,218,151,76.1,52.6,36.5,27.7,22,16.2,26.7,64.5,92.8,NA,0.0560842620324309,NA,2.43536620422786,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,9.382,21.544519297069
"71","Proteaceae","Grevillea","parallela","Grevillea parallela",NA,NA,NA,6.07,"Girringun National Park, Queensland","Australia",-18.296,145.4927,NA,"WDS","",1139,149.2,218,151,76.1,52.6,36.5,27.7,22,16.2,26.7,64.5,92.8,NA,0.0560842620324309,NA,1.80335860507141,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,14.092,21.544519297069
"72","Myrtaceae","Eucalyptus","portuensis","Eucalyptus portuensis",NA,NA,NA,7.92,"Girringun National Park, Queensland","Australia",-18.296,145.4927,NA,"WDS","",1139,149.2,218,151,76.1,52.6,36.5,27.7,22,16.2,26.7,64.5,92.8,NA,0.0560842620324309,NA,2.06939120582633,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,13.12,21.544519297069
"73","Proteaceae","Persoonia","falcata","Persoonia falcata",NA,NA,NA,3.88,"Girringun National Park, Queensland","Australia",-18.296,145.4927,NA,"WDS","",1139,149.2,218,151,76.1,52.6,36.5,27.7,22,16.2,26.7,64.5,92.8,NA,0.0560842620324309,NA,1.35583515363518,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,14.146,21.544519297069
"74","Picrodendraceae","Petalostigma","pubescens","Petalostigma pubescens",NA,NA,NA,3.8,"Girringun National Park, Queensland","Australia",-18.296,145.4927,NA,"WDS","",1139,149.2,218,151,76.1,52.6,36.5,27.7,22,16.2,26.7,64.5,92.8,NA,0.0560842620324309,NA,1.33500106673234,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,9.992,21.544519297069
"75","Lecythidaceae","Planchonia","careya","Planchonia careya",NA,NA,NA,10.27,"Girringun National Park, Queensland","Australia",-18.296,145.4927,NA,"WDS","",1139,149.2,218,151,76.1,52.6,36.5,27.7,22,16.2,26.7,64.5,92.8,NA,0.0560842620324309,NA,2.32922702394047,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,11.128,21.544519297069
"76","Myrtaceae","Lophostemon","suaveolens","Lophostemon suaveolens",NA,NA,NA,6.72,"Girringun National Park, Queensland","Australia",-18.296,145.4927,NA,"WDS","",1139,149.2,218,151,76.1,52.6,36.5,27.7,22,16.2,26.7,64.5,92.8,NA,0.0560842620324309,NA,1.90508815453506,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,12.122,21.544519297069
"77","Casuarinaceae","Allocasuarina","torulosa","Allocasuarina torulosa",NA,NA,NA,4.32,"Girringun National Park, Queensland","Australia",-18.296,145.4927,NA,"WDS","",1139,149.2,218,151,76.1,52.6,36.5,27.7,22,16.2,26.7,64.5,92.8,NA,0.0560842620324309,NA,1.46325540225602,11.5624037498186,7.00860345064112,12.808742547883,5.27086948533165,844.730568893236,5.37,21.544519297069
"78","Mimosaceae","Acacia","flavescens","Acacia flavescens",NA,NA,NA,9.38,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,2.23857976301813,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,11.82,23.347303805562
"79","Mimosaceae","Acacia","mangium","Acacia mangium",NA,NA,NA,3.48,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,1.24703229378638,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,13.352,23.347303805562
"80","Euphorbiaceae","Macaranga","involucrata","Macaranga involucrata",NA,NA,NA,3.09,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,1.12817109090965,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,6.214,23.347303805562
"81","Euphorbiaceae","Macaranga","tanarius","Macaranga tanarius",NA,NA,NA,4.35,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,1.47017584510059,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,6.96,23.347303805562
"82","Mimosaceae","Acacia","crassicarpa","Acacia crassicarpa",NA,NA,NA,8.65,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,2.15755932094379,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,13.414,23.347303805562
"83","Araliaceae","Polyscias","elegans","Polyscias elegans",NA,NA,NA,4.35,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,1.47017584510059,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,3.66,23.347303805562
"84","Rubiaceae","Timonius","timon","Timonius timon",NA,NA,NA,6.36,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,1.85002837735203,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,8.674,23.347303805562
"85","Oleaceae","Chionanthus","ramiflora","Chionanthus ramiflora",NA,NA,NA,2.37,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,0.86288995514704,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,4.182,23.347303805562
"86","Casuarinaceae","Allocasuarina","torulosa","Allocasuarina torulosa",NA,NA,NA,2.27,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,0.819779831493311,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,4.644,23.347303805562
"87","Rhamnaceae","Alphitonia","excelsa","Alphitonia excelsa",NA,NA,NA,5.68,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,1.73695123273306,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,13.0933,23.347303805562
"88","Burseraceae","Canarium","australianum","Canarium australianum",NA,NA,NA,3.26,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,1.18172719537862,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,8.885,23.347303805562
"89","Myrtaceae","Lophostemon","suaveolens","Lophostemon suaveolens",NA,NA,NA,1.39,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,0.3293037471426,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,12.074,23.347303805562
"90","Myrtaceae","Corymbia","intermedia","Corymbia intermedia",NA,NA,NA,3.61,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,1.28370777234479,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,9.97,23.347303805562
"91","Myrtaceae","Eucalyptus","platyphylla","Eucalyptus platyphylla ",NA,NA,NA,2.62,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,0.963174317773006,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,16.82,23.347303805562
"92","Rubiaceae","Ixora","timorensis","Ixora timorensis",NA,NA,NA,2.4,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,0.8754687373539,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,7.466,23.347303805562
"93","Lecythidaceae","Planchonia","careya","Planchonia careya",NA,NA,NA,9.35,"Girringun National Park, Queensland","Australia",-18.4373,146.1287,NA,"TRR","",1923,440.4,465.6,396.4,210.1,94.2,46.8,31,29.5,38.9,54.6,117.9,196.2,NA,0.0868317193976606,NA,2.2353763433006,18.4806903621576,9.6911248376339,25.3300183127372,9.63701692423902,2267.65782007477,9.488,23.347303805562
"94","Mimosaceae","Acacia","holosericea","Acacia holosericea",NA,NA,NA,4.1,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,1.41098697371026,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,29.52,26.9195549880692
"95","Proteaceae","Grevillea","striata","Grevillea striata",NA,NA,NA,2.31,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,0.837247524533702,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,22.67,26.9195549880692
"96","Myrtaceae","Melaleuca","stenostachya","Melaleuca stenostachya",NA,NA,NA,2.74,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,1.00795792039998,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,24.21,26.9195549880692
"97","Myrtaceae","Melaleuca","viridiflora","Melaleuca viridiflora",NA,NA,NA,3.18,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,1.15688119679209,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,13.65,26.9195549880692
"98","Picrodendraceae","Petalostigma","banksii","Petalostigma banksii",NA,NA,NA,4.08,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,1.40609698841607,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,15.79,26.9195549880692
"99","Rhamnaceae","Alphitonia","excelsa","Alphitonia excelsa",NA,NA,NA,2.82,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,1.03673688495002,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,23.92,26.9195549880692
"100","Fabaceae","Archidendropsis","basaltica","Archidendropsis basaltica",NA,NA,NA,4.26,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,1.44926916028128,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,21.28,26.9195549880692
"101","Apocynaceae","Carissa","lanceolata","Carissa lanceolata",NA,NA,NA,2.38,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,0.867100487683383,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,14.81,26.9195549880692
"102","Myrtaceae","Corymbia","polycarpa","Corymbia polycarpa",NA,NA,NA,8.37,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,2.12465388450138,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,26.93,26.9195549880692
"103","Sapindaceae","Dodonaea","physocarpa","Dodonaea physocarpa",NA,NA,NA,1.07,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,0.0676586484738149,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,23.45,26.9195549880692
"104","Fabaceae","Erythrophleum","chlorostachys","Erythrophleum chlorostachys",NA,NA,NA,2.35,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,0.854415328156068,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,17.04,26.9195549880692
"105","Rubiaceae","Gardenia","vilhelmii","Gardenia vilhelmii",NA,NA,NA,2.71,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,0.99694863489161,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,13.86,26.9195549880692
"106","Proteaceae","Grevillea","parallela","Grevillea parallela",NA,NA,NA,3.34,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,1.20597080698861,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,21.46,26.9195549880692
"107","Combretaceae","Terminalia","platyptera","Terminalia platyptera",NA,NA,NA,2.49,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,0.912282710476616,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,17.52,26.9195549880692
"108","Myrtaceae","Melaleuca","citrolens","Melaleuca citrolens",NA,NA,NA,1.11,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,0.104360015324243,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,19.12,26.9195549880692
"109","Rhamnaceae","Ventilago","viminalis","Ventilago viminalis",NA,NA,NA,3.73,"Claraville Station, Queensland","Australia",-18.7105,141.8301,NA,"TRS","",634,222.8,181,115.7,25.5,7.8,8.5,3.9,2.7,5.5,14,44.6,115.7,NA,0.12181195593204,NA,1.31640823365572,13.2423755428001,8.3391613007883,14.4579877519892,4.01193475287345,694.741385032449,22.61,26.9195549880692
"110","Cochlospermaceae","Cochlospermum","gillivraei","Cochlospermum gillivraei",-1.44,-0.85,-2.05,7.75,"Many Peaks Range, Queensland","Australia",-19.183,145.75,18.5,"TRS","AU_Qld_ManyPeaks",1132,251,244,192,85,48,20,17,17,16,33,77,131,968,0.0788990026041127,-0.364643113587909,2.04769284336526,11.5524274815785,7.33182789233979,12.0520776843419,4.2008880632056,675.52632889344,7.02,22.9456461349176
"111","Malvaceae","Brachychiton","australis","Brachychiton australis",-3.17,-1.2,-5.15,6.46,"Many Peaks Range, Queensland","Australia",-19.183,145.75,18.5,"TRS","AU_Qld_ManyPeaks",1132,251,244,192,85,48,20,17,17,16,33,77,131,968,0.0788990026041127,-1.15373158788919,1.86562931779451,11.5524274815785,7.33182789233979,12.0520776843419,4.2008880632056,675.52632889344,8.85,22.9456461349176
"112","Myrtaceae","Austromyrtus","bidwillii","Austromyrtus bidwillii",-5.12,NA,-12,1.24,"Many Peaks Range, Queensland","Australia",-19.183,145.75,18.5,"TRS","AU_Qld_ManyPeaks",1132,251,244,192,85,48,20,17,17,16,33,77,131,968,0.0788990026041127,-1.63315443905142,0.215111379616945,11.5524274815785,7.33182789233979,12.0520776843419,4.2008880632056,675.52632889344,4.17,22.9456461349176
"113","Rhamnaceae","Alphitonia","excelsa","Alphitonia excelsa",-5.56,-2.1,-9.05,4.89,"Many Peaks Range, Queensland","Australia",-19.183,145.75,18.5,"TRS","AU_Qld_ManyPeaks",1132,251,244,192,85,48,20,17,17,16,33,77,131,968,0.0788990026041127,-1.71559810826249,1.58719230348678,11.5524274815785,7.33182789233979,12.0520776843419,4.2008880632056,675.52632889344,7.19,22.9456461349176
"114","Myrtaceae","Corymbia","erythrophloia","Corymbia erythrophloia",-1.785,-0.6,-3.5,NA,"Ravenswood, Queensland","Australia",-20.1,146.883,NA,"TRS","AU_Qld_Ravenswood",684,138,148,97,45,32,20,17,9,6,20,53,100,735,0.0741798367885359,-0.579418415231602,NA,12.7167006322232,7.59076889498498,14.0379850260268,4.01937815160362,698.226944279433,NA,23.0736392127474
"115","Myrtaceae","Eucalyptus","sp","Eucalyptus sp",-2.055,-0.65,-4.6,NA,"Ravenswood, Queensland","Australia",-20.1,146.883,NA,"TRS","AU_Qld_Ravenswood",684,138,148,97,45,32,20,17,9,6,20,53,100,735,0.0741798367885359,-0.720275847948198,NA,12.7167006322232,7.59076889498498,14.0379850260268,4.01937815160362,698.226944279433,NA,23.0736392127474
"116","Malvaceae","Adansonia","rubrostipa","Adansonia rubrostipa",-1.1,-0.293,-2.82,NA,"Kirindy Forestry Reserve","Madagascar",-20.45,44.817,NA,"TRS","MG_Kirindy",770,225,190,93,18,12,5,4,4,4,17,35,164,827,0.107085240849814,-0.0953101798043249,NA,17.7633398885957,9.94587538922629,21.4484099564919,3.63346875446584,806.152347756598,NA,24.751101058097
"117","Malvaceae","Adansonia","za","Adansonia za",-1.7,-0.59,-3.49,NA,"Kirindy Forestry Reserve","Madagascar",-20.45,44.817,NA,"TRS","MG_Kirindy",770,225,190,93,18,12,5,4,4,4,17,35,164,827,0.107085240849814,-0.53062825106217,NA,17.7633398885957,9.94587538922629,21.4484099564919,3.63346875446584,806.152347756598,NA,24.751101058097
"118","Trimeniaceae","Trimenia","neocaledonica","Trimenia neocaledonica",-1.253,-0.174,-3.679,NA,"Province Nord","New Caledonia",-21.182,165.292,NA,"","NC_Nord",1579,251,224,227,132,99,110,90,74,67,65,96,144,2163,0.0420538203401566,-0.225540675913931,NA,15.7394700784336,8.67178452719765,19.7889960477439,8.84006900353184,1809.36361598646,NA,21.9435611208299
"119","Winteraceae","Zygogynum","pomiferum","Zygogynum pomiferum",-3.45,-1.84,-4.42,NA,"Sarramea","New Caledonia",-21.34,165.46,23,"TRS","NC_Sarramea",1500,208,192,210,120,104,122,91,75,62,79,108,129,2045,0.0343034586117387,-1.23837423104327,NA,15.7394700784336,8.67178452719765,19.7889960477439,8.84006900353184,1809.36361598646,NA,21.9435611208299
"120","Amborellaceae","Amborella","trichopoda","Amborella trichopoda",-3,-2.21,-4.07,NA,"Sarramea","New Caledonia",-21.34,165.46,23,"TRS","NC_Sarramea",1500,208,192,210,120,104,122,91,75,62,79,108,129,2045,0.0343034586117387,-1.09861228866811,NA,15.7394700784336,8.67178452719765,19.7889960477439,8.84006900353184,1809.36361598646,NA,21.9435611208299
"121","Winteraceae","Zygogynum","bicolor","Zygogynum bicolor",-2.3,-2.02,-3.23,NA,"Pleateau de Dogny","New Caledonia",-21.37,165.5,23,"TRS","NC_Dogny",1500,208,192,210,120,104,122,91,75,62,79,108,129,2045,0.0343034586117387,-0.832909122935104,NA,15.7394700784336,8.67178452719765,19.7889960477439,8.84006900353184,1809.36361598646,NA,21.9435611208299
"122","Araucariaceae","Agathis","ovata","Agathis ovata",-1.77,NA,NA,0.796,"Provence Sud","New Caledonia",-22.033,166.467,19.9,"WDS","NC_Sud_1",1072,122,124,141,93,79,106,76,72,50,59,68,84,1405,0.0263320597743462,-0.570979546585738,-0.228156093137754,11.8329638368063,6.66793059970422,14.7832536456288,7.61253904415818,1237.26403929825,NA,21.1125974693616
"123","Winteraceae","Zygogynum","bailloni","Zygogynum bailloni",-3,-2.21,-4.07,NA,"Mont Dzumac","New Caledonia",-22.047,166.468,23,"TRS","NC_Dzumac",1400,159,162,184,122,103,138,99,94,65,77,89,110,1405,0.0263148365872464,-1.09861228866811,NA,11.8329638368063,6.66793059970422,14.7832536456288,7.61253904415818,1237.26403929825,NA,21.1125974693616
"124","Chloranthaceae","Ascarina","rubricaulis","Ascarina rubricaulis",-2.797,-2.031,-3.389,NA,"Mont Dzumac","New Caledonia",-22.047,166.469,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02854741421982,NA,11.8329638368063,6.66793059970422,14.7832536456288,7.61253904415818,1237.26403929825,NA,21.1125974693616
"125","Araucariaceae","Araucaria","laubenfelsii","Araucaria laubenfelsii",-2.4,NA,NA,0.273,"Provence Sud","New Caledonia",-22.083,166.447,19.9,"WDS","NC_Sud_2",1072,132,128,139,106,79,94,72,63,53,50,58,96,1405,0.0296001430864772,-0.8754687373539,-1.29828348379718,11.8329638368063,6.66793059970422,14.7832536456288,7.61253904415818,1237.26403929825,NA,21.1125974693616
"126","Araucariaceae","Araucaria","columnaris","Araucaria columnaris",-3.3,NA,NA,NA,"Provence Sud","New Caledonia",-22.083,166.447,19.9,"TMS","NC_Sud_2",1072,132,128,139,106,79,94,72,63,53,50,58,96,1405,0.0296001430864772,-1.19392246847243,NA,11.8329638368063,6.66793059970422,14.7832536456288,7.61253904415818,1237.26403929825,NA,21.1125974693616
